EXP_INFO, , ,PID,2735904, , , , ,"train.py --config ckpt/0502_AMASS_H36MMESH/0702_NotUseGlobalOrient/config.yaml -c ckpt/0502_AMASS_H36MMESH/0702_NotUseGlobalOrient/ -gpu 6,7 -bs 256 -vertex_x1000 -out 050207_02", , ,Checkpoint,ckpt/0502_AMASS_H36MMESH/0702_NotUseGlobalOrient/, , ,Config,ckpt/0502_AMASS_H36MMESH/0702_NotUseGlobalOrient/config.yaml, , 
 , , , , , , , , , , , , , , , , , , , 
Epoch,lr,JOINT,MESH,ALL,AMASS, , , , , , , , , , , , , , , , , , , , , , , ,H36M_MESH, , , , , , , , , , , , , , , , , , , , , , , 
 , , , , ,MP, , , , , , , , , ,MC, , , , , , ,MIB, , , , , , ,PE, , , , , , , , , ,MC, , , , , , ,MIB, , , , , , 
 , , , , ,Avg,0,5,10,15,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0.4,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0.4,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0,5,10,15,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0.4,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0.4,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j
89,0.00008259,0.09090,152.06676,152.15765,35.14,27.77,31.49,37.88,44.69,40.05,30.58,19.64,27.54,18.09,46.03,46.03,40.33,27.79,22.52,24.81,20.45,27.1,27.1,28.1,18.36,10.12,16.84,9.75,64.51,65.65,64.18,64.14,65.48,83.29,69.31,44.2,63.45,40.8,57.48,57.48,51.58,34.09,31.01,31.26,28.4,30.17,30.17,30.74,21.36,13.71,20.53,13.24
91,0.00008095,0.09111,152.07067,152.16177,30.5,22.18,26.41,33.56,41.25,39.29,30.18,20.68,26.91,18.8,41.52,41.52,39.06,27.41,22.94,24.2,20.69,20.82,20.82,26.42,17.45,10.84,15.62,10.12,72.22,73.17,72.11,71.85,72.89,86.63,72.33,44.45,66.45,41.12,55.3,55.3,50.98,33.64,30.89,30.8,28.06,27.66,27.66,29.3,20.41,13.44,19.64,12.69
93,0.00007934,0.08964,151.29994,151.38957,30.9,22.53,26.93,33.97,41.47,38.39,29.55,20.2,26.43,18.41,42.12,42.12,38.73,26.74,22.69,23.7,20.49,21.81,21.81,25.71,16.56,10.38,14.91,9.73,65.42,66.47,65.2,65.12,66.24,84.87,70.23,44.3,64.31,40.92,54.87,54.87,50.17,32.7,30.42,30.22,27.82,28.73,28.73,29.94,19.96,14.01,19.35,13.4
95,0.00007776,0.08987,151.55176,151.64163,31.61,23.53,27.7,34.56,41.97,41.46,32.41,22.38,28.83,20.54,43.0,43.0,42.13,30.16,25.33,26.49,22.98,23.07,23.07,29.59,20.92,14.2,18.52,13.27,64.43,65.56,64.23,64.15,65.18,84.17,70.14,44.06,64.41,40.7,55.4,55.4,56.45,38.57,34.8,35.11,32.09,26.5,26.5,34.67,25.53,18.0,24.04,17.41
97,0.00007621,0.08874,150.76256,150.85130,32.07,24.05,28.1,35.06,42.43,41.6,31.74,22.66,28.36,20.48,45.57,45.57,42.7,30.45,25.92,26.93,23.19,23.06,23.06,29.54,19.77,13.75,17.76,12.56,68.58,69.75,68.29,68.24,69.24,86.79,71.42,44.58,65.49,41.19,56.12,56.12,52.59,35.06,32.98,32.05,30.03,27.15,27.15,30.65,21.09,15.68,20.05,14.74
99,0.00007469,0.08822,150.64166,150.72989,37.81,30.42,34.11,40.48,47.57,40.61,30.53,20.61,27.32,18.71,50.52,50.52,43.27,29.53,25.08,26.05,22.49,29.96,29.96,29.01,18.71,11.71,16.86,10.77,61.77,62.69,61.34,61.55,62.85,83.91,69.79,44.23,64.01,40.81,56.65,56.65,54.07,35.53,33.35,32.42,30.19,25.69,25.69,30.38,20.7,14.26,19.88,13.47
101,0.00007321,0.08832,150.28598,150.37431,35.56,28.36,31.9,38.18,45.18,40.71,31.37,20.45,28.19,18.84,45.95,45.95,40.37,28.49,23.09,25.34,20.93,27.74,27.74,28.17,19.0,10.94,17.28,10.45,63.02,63.82,62.7,62.94,63.78,82.06,67.6,44.03,61.91,40.85,50.74,50.74,50.67,34.34,30.65,31.41,28.12,25.58,25.58,30.02,21.64,13.6,20.73,13.26
103,0.00007175,0.08733,149.85336,149.94069,27.77,18.91,23.61,31.04,38.84,38.86,29.4,19.4,26.35,17.79,38.71,38.71,38.55,26.39,22.14,23.4,20.0,17.75,17.75,25.93,16.3,9.52,14.74,9.03,65.11,66.08,64.92,64.87,65.9,83.24,68.7,43.8,62.89,40.45,51.45,51.45,50.22,32.81,30.22,30.08,27.53,25.44,25.44,29.76,20.39,13.15,19.58,12.6
105,0.00007032,0.08701,149.84953,149.93653,31.67,22.58,27.39,35.08,42.92,39.13,29.84,20.2,26.79,18.51,43.19,43.19,39.05,27.12,22.8,24.08,20.66,21.55,21.55,26.54,17.21,10.92,15.59,10.3,66.73,67.67,66.16,66.49,67.89,82.13,67.75,43.62,62.0,40.33,56.91,56.91,49.99,32.15,31.49,29.44,28.62,27.33,27.33,28.39,18.8,14.18,18.21,13.51
107,0.00006892,0.08650,149.34181,149.42831,29.73,20.92,25.48,32.98,40.93,38.45,29.19,19.6,26.14,17.89,40.39,40.39,38.14,26.04,22.03,23.08,19.91,19.39,19.39,25.31,16.09,9.63,14.51,9.06,65.78,66.69,65.32,65.58,66.75,85.29,70.82,44.24,64.99,40.86,54.36,54.36,50.56,32.42,31.19,29.73,28.38,22.51,22.51,28.65,18.71,12.85,18.2,12.28
109,0.00006755,0.08575,149.22514,149.31089,30.66,22.75,26.72,33.58,41.0,38.37,28.91,19.37,25.86,17.7,41.76,41.76,38.0,25.8,21.87,22.86,19.78,22.24,22.24,25.83,16.17,9.64,14.59,9.12,68.43,69.38,68.19,68.22,69.08,84.67,70.46,44.09,64.64,40.75,52.94,52.94,49.29,31.67,30.55,29.06,27.76,24.71,24.71,28.66,18.66,13.45,18.04,12.76
111,0.00006621,0.08541,148.95806,149.04347,29.72,21.08,25.53,32.9,40.79,39.15,29.62,20.37,26.6,18.75,40.8,40.8,38.64,26.47,22.63,23.56,20.52,19.98,19.98,26.65,17.01,10.92,15.48,10.45,67.36,68.45,67.1,67.09,68.08,83.97,69.64,43.74,64.06,40.36,55.07,55.07,50.21,32.84,31.07,30.05,28.23,27.69,27.69,29.03,20.02,13.75,19.21,13.13
113,0.00006489,0.08515,148.82465,148.90980,28.93,19.64,24.7,32.31,40.32,38.75,29.64,20.15,26.5,18.4,40.97,40.97,39.59,27.88,23.53,24.64,21.2,18.74,18.74,26.04,16.95,10.66,15.24,10.03,64.27,65.26,63.81,64.05,65.39,82.59,68.54,43.22,62.82,39.96,50.41,50.41,50.37,33.34,30.6,30.53,27.79,21.97,21.97,29.51,20.62,14.33,19.75,13.53
115,0.00006360,0.08419,148.27053,148.35472,30.67,21.77,26.45,33.95,41.83,38.92,29.42,19.83,26.33,18.16,40.92,40.92,38.15,25.75,22.13,22.77,19.97,20.77,20.77,25.7,15.94,9.9,14.34,9.32,67.14,68.23,66.91,66.83,67.83,83.91,69.51,43.55,63.74,40.25,56.1,56.1,51.44,32.66,31.32,29.97,28.5,27.84,27.84,29.52,19.39,13.33,18.77,12.81
117,0.00006233,0.08414,148.15957,148.24371,27.04,17.37,22.62,30.62,38.82,38.39,29.3,19.83,26.25,18.13,37.79,37.79,37.91,25.96,22.14,22.99,19.98,16.23,16.23,25.22,15.85,9.67,14.33,9.16,62.03,63.03,61.62,61.81,63.05,82.46,68.17,43.45,62.51,40.12,48.73,48.73,49.36,31.62,30.58,29.08,27.79,19.62,19.62,28.19,18.65,13.38,18.11,12.73
119,0.00006109,0.08383,147.90514,147.98897,38.61,31.52,34.96,41.22,48.2,39.6,30.38,20.45,27.14,18.8,50.49,50.49,38.95,27.2,22.64,24.05,20.49,31.07,31.07,27.1,18.11,10.98,16.24,10.47,60.53,61.57,60.14,60.31,61.54,84.51,69.93,44.01,64.17,40.66,53.54,53.54,50.12,33.3,30.27,30.54,27.59,25.54,25.54,30.01,21.79,13.58,20.84,13.04
