EXP_INFO, , ,PID,899740, , , , ,"train.py --config ckpt/0502_AMASS_H36MMESH/99_smalldata_ApcbHecb_Mcvpr_vx1000/config.yaml -c ckpt/0502_AMASS_H36MMESH/99_smalldata_ApcbHecb_Mcvpr_vx1000/ -gpu 4,5 -bs 360 -vertex_x1000 -out 050299", , ,Checkpoint,ckpt/0502_AMASS_H36MMESH/99_smalldata_ApcbHecb_Mcvpr_vx1000/, , ,Config,ckpt/0502_AMASS_H36MMESH/99_smalldata_ApcbHecb_Mcvpr_vx1000/config.yaml, , 
 , , , , , , , , , , , , , , , , , , , 
Epoch,lr,JOINT,MESH,ALL,AMASS, , , , , , , , , , , , , , , , , , , , , , , ,H36M_MESH, , , , , , , , , , , , , , , , , , , , , , , 
 , , , , ,MP, , , , , , , , , ,MC, , , , , , ,MIB, , , , , , ,PE, , , , , , , , , ,MC, , , , , , ,MIB, , , , , , 
 , , , , ,Avg,0,5,10,15,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0.4,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0.4,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0,5,10,15,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0.4,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0.4,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j
33,0.00014500,0.29577,275.40368,275.69945,82.2,68.18,76.77,87.34,97.01,94.73,82.49,67.48,72.22,59.6,91.98,91.98,91.54,77.93,65.45,68.37,58.0,70.59,70.59,78.27,66.85,54.97,58.89,48.88,134.86,147.85,131.02,127.83,145.19,151.33,127.54,84.04,115.14,77.15,147.3,147.3,155.47,126.36,92.37,113.33,84.02,124.56,124.56,138.86,115.09,83.09,103.71,75.92
35,0.00014211,0.29586,274.23735,274.53321,99.88,87.87,95.06,104.28,112.96,94.98,82.27,67.77,71.97,59.89,110.05,110.05,90.83,77.38,65.41,67.85,57.94,89.41,89.41,79.09,67.15,55.98,59.1,49.79,157.32,167.83,153.05,151.72,168.2,148.3,124.06,83.62,111.66,76.88,172.32,172.32,152.66,123.27,91.35,110.14,83.08,147.65,147.65,135.9,111.46,82.16,99.9,75.01
37,0.00013928,0.29315,273.60166,273.89481,78.61,63.31,72.69,84.24,94.72,94.04,81.6,67.02,71.46,59.3,89.02,89.02,91.29,77.13,64.96,67.68,57.74,66.24,66.24,77.48,65.51,54.4,57.75,48.5,123.84,136.77,117.98,116.76,138.17,147.22,122.99,82.73,110.9,75.9,139.18,139.18,154.23,124.64,92.49,111.42,83.92,113.01,113.01,135.3,111.1,82.37,99.64,75.06
39,0.00013651,0.29025,271.10093,271.39118,84.83,71.44,79.24,89.82,99.78,90.33,78.38,64.79,68.58,57.29,95.18,95.18,87.68,74.91,63.59,65.69,56.34,73.63,73.63,75.12,63.95,53.53,56.27,47.64,135.9,148.23,130.72,129.12,149.01,147.41,123.6,82.9,111.46,76.15,149.76,149.76,149.51,121.14,90.14,108.24,81.97,125.98,125.98,134.2,110.45,81.19,99.0,74.14
41,0.00013379,0.28790,269.54860,269.83649,71.7,57.14,65.27,77.27,88.54,85.7,74.47,61.56,65.37,54.53,82.92,82.92,86.26,73.4,62.25,64.44,55.15,61.81,61.81,73.04,61.99,51.47,54.65,45.84,119.41,131.7,112.47,112.93,135.18,144.32,121.59,81.28,109.62,74.64,131.13,131.13,146.17,118.82,88.22,106.01,80.15,106.73,106.73,129.09,106.85,78.66,95.61,71.72
43,0.00013113,0.27501,262.85761,263.13262,66.58,55.43,59.89,70.79,83.23,80.31,69.73,57.21,61.4,51.08,79.82,79.82,81.95,68.67,58.18,60.4,51.9,54.72,54.72,66.9,55.91,46.22,49.59,41.64,96.83,99.97,95.79,95.72,100.88,122.7,103.27,71.75,93.47,65.65,112.78,112.78,127.45,101.96,82.9,90.65,74.89,83.27,83.27,106.63,87.33,71.21,78.04,64.58
45,0.00012852,0.24114,245.45637,245.69751,70.8,60.87,64.94,74.16,86.22,74.7,63.59,52.76,55.91,47.11,83.31,83.31,76.87,63.21,54.06,55.54,48.23,59.85,59.85,61.21,49.9,41.61,44.18,37.48,92.7,93.56,91.67,92.32,95.25,117.44,99.23,67.72,89.47,62.23,107.34,107.34,113.41,91.22,75.51,80.87,68.37,77.75,77.75,88.04,73.54,60.11,65.66,54.87
47,0.00012596,0.22468,237.05708,237.28176,64.92,57.7,60.4,67.07,77.37,68.47,58.42,47.88,51.63,43.02,80.52,80.52,74.18,61.74,52.43,54.45,46.86,57.01,57.01,57.8,47.99,39.37,42.69,35.62,84.09,86.06,83.4,83.56,85.68,111.57,93.21,64.63,84.03,59.38,94.79,94.79,105.01,83.86,69.79,74.36,63.36,63.77,63.77,80.91,67.63,54.39,60.38,50.01
49,0.00012346,0.21390,230.72638,230.94028,52.74,45.93,48.33,54.84,64.8,66.57,56.79,44.97,50.42,40.5,71.98,71.98,74.2,61.84,51.58,54.6,46.0,45.5,45.5,58.15,48.26,38.3,43.05,34.6,83.45,85.07,82.96,82.85,84.83,113.6,94.7,63.24,85.81,58.31,93.85,93.85,101.89,80.88,66.91,71.94,60.73,59.02,59.02,75.31,62.71,50.41,56.25,46.28
51,0.00012100,0.20554,225.77056,225.97610,57.13,50.86,53.21,59.12,67.76,62.45,52.17,42.03,46.22,37.99,73.9,73.9,69.05,56.51,48.13,49.76,43.1,49.98,49.98,52.68,42.63,34.71,37.93,31.54,87.03,88.08,86.94,86.33,88.2,105.97,89.4,58.88,81.0,54.45,92.75,92.75,94.5,74.58,63.23,66.2,57.4,60.92,60.92,67.85,56.81,46.01,50.97,42.38
