 , , , , ,PE, , , , , , , , , ,FPE, , , , , , , , , ,MC, , , , , , ,MP, , , , , , , , , ,MIB, , , , , , ,MeshCompletion, , , , , , , , , ,MeshPred, , , , , , , , , ,MeshInBetween, , , , , , , , , ,PE, , , , , , , , , ,FPE, , , , , , , , , ,MC, , , , , , ,MP, , , , , , , , , ,MIB, , , , , , ,MeshCompletion, , , , , , , , , ,MeshPred, , , , , , , , , ,MeshInBetween, , , , , , , , , ,PE, , , , , , , , , ,FPE, , , , , , , , , ,MC, , , , , , ,MP, , , , , , , , , ,MIB, , , , , , ,MeshCompletion, , , , , , , , , ,MeshPred, , , , , , , , , ,MeshInBetween, , , , , , , , , 
 , , , , ,Avg,0,5,10,15,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0,5,10,15,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0.4,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0,5,10,15,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0.4,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0,5,10,15,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0,5,10,15,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0,5,10,15,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0,5,10,15,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0,5,10,15,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0.4,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0,5,10,15,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0.4,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0,5,10,15,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0,5,10,15,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0,5,10,15,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0,5,10,15,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0,5,10,15,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0.4,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0,5,10,15,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0.4,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0,5,10,15,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0,5,10,15,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0,5,10,15,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j
10,0.00018270,0.34706,295.49908,295.84614,89.56,97.52,89.92,86.2,88.5,90.88,75.63,61.25,66.69,54.47,102.91,91.02,98.82,107.22,114.34,111.54,95.71,77.5,83.66,68.34,116.26,116.26,108.64,91.28,73.02,80.25,64.86,102.02,90.87,98.17,106.07,112.78,108.7,94.14,75.58,82.3,66.58,90.25,90.25,89.44,75.03,59.76,66.17,53.1,105.33,109.39,105.71,103.76,104.07,111.26,97.09,71.69,86.61,63.74,104.5,97.8,101.76,106.98,111.85,109.78,97.18,70.2,86.24,61.95,97.95,103.85,98.45,95.62,96.23,95.91,85.59,60.19,76.65,53.43,154.79,165.92,156.53,149.13,153.39,184.28,157.04,95.31,141.46,87.68,177.06,157.75,173.37,182.88,191.32,219.36,186.03,105.57,168.19,97.73,180.1,180.1,198.94,167.06,103.3,149.75,94.63,170.41,149.57,166.36,176.73,185.92,211.27,178.6,103.05,161.33,95.22,145.46,145.46,170.23,144.21,91.34,129.79,83.73,249.14,250.06,249.64,248.43,249.26,338.29,299.24,114.02,264.37,106.87,253.04,249.9,253.44,253.5,254.44,338.12,301.14,113.37,266.93,106.45,248.1,249.18,248.65,247.24,248.35,331.65,296.25,105.38,262.0,98.49,153.56,158.15,154.09,151.52,151.66,178.07,157.76,82.51,141.53,75.81,158.11,152.55,155.3,159.79,165.98,185.99,163.99,85.05,146.86,78.4,163.32,163.32,175.38,150.91,82.74,134.76,74.97,137.52,130.31,134.43,139.92,146.39,156.88,137.13,77.0,123.23,69.98,132.3,132.3,148.63,130.96,73.65,117.62,66.82,194.87,197.78,195.15,193.77,193.78,251.86,219.52,84.65,194.1,77.64,195.12,193.66,194.71,195.28,196.79,249.21,218.3,84.33,192.89,76.99,194.29,197.5,194.45,193.13,193.43,245.11,216.74,78.26,191.69,71.55
11,0.00018088,0.34985,296.66492,297.01477,108.07,113.53,108.26,105.79,107.38,96.36,82.09,66.16,72.39,58.85,118.04,109.49,114.95,121.14,126.59,115.17,99.9,79.8,87.47,70.53,133.99,133.99,113.96,97.99,77.08,86.37,68.51,118.14,110.64,115.38,120.87,125.76,112.78,98.51,78.39,86.34,69.3,109.86,109.86,95.64,82.38,65.65,72.67,58.42,124.56,127.34,124.77,123.5,123.79,121.3,105.98,76.61,94.16,68.15,123.7,119.11,121.83,125.4,128.74,118.44,104.95,73.99,92.93,65.41,119.64,123.4,119.83,118.18,118.8,106.71,95.67,65.4,85.31,58.08,184.39,190.91,184.3,180.88,185.68,205.95,179.72,104.01,162.58,96.98,199.84,188.26,197.44,202.92,209.92,231.1,200.42,109.81,181.52,102.75,209.86,209.86,222.61,192.76,109.38,173.23,101.8,193.01,178.49,190.16,196.9,205.26,221.0,190.3,106.9,172.22,99.93,174.88,174.88,187.33,162.86,99.59,147.39,92.97,256.79,256.91,256.46,256.43,258.2,339.9,300.46,120.22,265.72,112.48,261.75,259.52,262.52,261.75,262.35,335.6,299.51,118.01,265.79,110.42,257.34,257.72,257.06,256.67,259.02,330.49,295.1,112.18,261.24,104.38,187.19,190.99,187.59,185.83,185.22,184.64,163.01,82.98,146.39,76.59,189.82,187.27,188.06,190.72,193.73,190.71,167.47,84.35,150.04,77.75,199.63,199.63,187.49,160.98,86.01,144.1,78.46,170.41,165.45,168.04,172.15,176.46,160.69,140.4,79.79,126.63,72.95,167.65,167.65,153.46,135.36,77.78,122.31,71.23,213.49,215.92,213.66,212.75,212.57,254.02,220.34,88.1,194.88,80.73,214.13,212.93,213.57,214.37,215.61,248.81,216.63,87.36,191.51,79.47,214.56,217.14,214.63,213.65,214.04,246.87,216.13,82.53,191.21,75.18
13,0.00017728,0.33939,289.81838,290.15778,88.9,97.12,89.69,85.44,86.81,84.98,70.07,57.21,61.98,50.93,101.36,89.67,97.18,105.63,112.86,105.04,89.81,73.76,78.72,65.06,111.28,111.28,99.49,83.24,68.39,73.37,60.72,100.24,89.21,96.26,104.27,111.16,103.4,88.87,72.63,77.88,64.0,89.09,89.09,84.14,69.71,56.43,61.66,50.18,106.89,111.34,107.38,105.16,105.33,108.21,94.23,70.1,84.34,62.31,106.25,99.17,103.42,108.86,113.91,106.4,94.46,68.82,83.97,60.65,99.69,105.89,100.25,97.18,97.9,91.34,81.82,56.88,73.59,50.42,145.32,160.56,147.83,138.0,141.08,156.95,132.48,87.12,119.69,79.77,171.71,149.46,167.82,178.19,188.04,200.18,168.23,99.8,152.36,92.0,171.67,171.67,176.17,146.13,97.77,131.03,89.25,165.87,142.69,161.61,172.7,183.16,193.79,162.57,97.63,147.01,90.04,140.05,140.05,147.18,123.87,84.24,111.73,77.01,247.56,249.04,247.88,246.49,247.98,331.01,292.24,112.02,258.24,104.66,252.85,249.14,252.85,253.44,255.25,332.75,296.14,111.39,262.56,104.41,247.06,248.63,247.26,245.85,247.9,324.96,289.85,101.85,256.33,95.01,155.91,161.3,156.41,153.71,153.73,160.96,144.36,80.92,129.18,74.93,161.68,154.99,158.43,163.99,169.7,171.09,152.01,85.77,135.86,79.59,155.88,155.88,148.75,126.42,77.78,113.26,70.31,136.56,127.87,133.01,139.45,146.47,139.23,120.48,72.21,108.67,65.52,127.4,127.4,121.76,106.49,66.8,96.15,60.5,196.55,199.13,196.78,195.59,195.53,246.79,214.4,82.98,189.58,75.84,197.46,195.55,196.71,197.92,199.67,244.71,214.03,83.17,188.98,75.74,196.63,199.48,196.71,195.61,195.93,239.98,212.17,75.91,187.57,69.27
15,0.00017375,0.32607,281.93400,282.26007,96.18,98.13,97.02,95.51,93.92,91.81,74.48,61.11,66.51,54.4,110.64,105.93,107.84,111.95,118.75,114.03,96.37,78.78,85.02,69.55,117.04,117.04,99.42,81.7,67.13,72.67,59.77,104.81,95.1,100.06,108.61,117.03,104.53,87.82,71.28,77.62,63.05,93.07,93.07,82.11,67.19,52.86,60.35,47.3,101.86,104.09,102.19,101.16,100.57,102.05,88.42,62.61,79.19,55.85,101.3,93.18,97.17,104.59,111.61,99.48,88.33,61.91,78.64,54.77,91.66,94.95,92.12,90.68,90.02,81.93,72.78,44.88,65.69,40.2,150.79,156.06,151.6,148.75,148.89,149.13,127.32,82.3,115.43,76.24,186.03,175.91,185.57,188.5,191.95,214.03,180.8,104.45,163.96,97.03,166.87,166.87,156.76,129.47,90.72,115.77,82.88,161.27,137.83,156.53,168.55,179.54,179.08,150.06,94.36,135.67,87.05,132.5,132.5,122.19,102.9,73.54,92.66,67.62,244.95,245.84,245.29,244.45,245.03,317.44,280.87,108.17,248.6,100.56,251.67,246.54,251.11,252.98,255.33,322.51,287.4,109.24,255.19,101.58,244.11,245.27,244.36,243.36,244.62,308.32,276.71,92.83,245.17,85.95,150.5,153.13,150.38,149.94,150.02,153.55,137.12,74.56,123.7,69.08,159.8,156.64,157.81,160.76,164.87,169.79,151.24,84.11,135.95,77.42,145.0,145.0,139.67,118.75,74.49,105.77,67.51,130.35,121.56,126.32,133.62,140.68,133.29,115.5,70.79,103.45,64.41,118.87,118.87,111.69,98.15,61.46,87.98,56.15,187.2,189.0,187.27,186.48,186.63,244.01,210.23,82.3,185.79,74.54,185.91,183.76,184.82,186.48,189.0,238.84,208.02,80.42,183.57,72.57,185.88,188.29,185.71,184.98,185.58,234.68,206.17,69.78,182.31,63.17
17,0.00017029,0.28572,258.71616,259.00188,98.32,99.96,99.1,97.71,96.36,84.41,67.78,53.86,60.9,48.17,113.9,108.7,111.15,115.62,121.5,107.73,90.76,73.48,80.07,64.87,121.98,121.98,89.8,73.74,59.4,65.93,53.11,102.8,93.24,97.12,106.6,116.58,87.64,74.91,59.17,66.26,52.63,91.18,91.18,69.16,57.01,43.01,51.48,38.78,106.38,106.62,106.38,106.35,106.29,100.11,85.37,60.58,76.72,54.1,108.33,99.13,103.36,111.99,120.57,100.19,88.39,58.4,78.96,51.79,94.89,95.07,94.83,94.84,95.22,76.62,67.59,40.01,61.65,36.1,172.76,172.32,173.58,172.48,172.37,160.83,138.83,78.87,125.26,73.24,199.05,189.23,196.38,201.6,208.7,211.56,181.26,101.36,163.77,93.87,177.96,177.96,134.72,110.35,80.34,99.15,73.15,172.8,146.5,167.52,180.96,193.17,166.49,140.32,90.32,127.01,82.7,140.78,140.78,99.33,83.48,58.35,76.01,53.87,196.82,197.87,197.16,196.22,197.76,197.48,174.28,84.89,157.16,79.38,213.27,196.27,210.71,217.73,225.78,227.13,202.12,94.11,181.9,87.65,184.4,186.28,184.62,183.66,185.76,170.39,154.9,62.15,140.2,58.08,161.42,161.86,160.89,161.35,162.25,161.66,145.85,79.35,131.19,73.12,174.2,171.4,172.39,174.95,179.31,181.38,163.92,90.43,146.63,83.31,150.81,150.81,124.59,103.25,70.76,91.95,64.4,137.94,126.92,133.93,142.09,149.07,122.76,104.37,70.11,93.68,63.51,122.1,122.1,94.0,79.92,52.32,71.98,48.53,160.92,162.25,160.78,160.12,161.23,170.57,148.77,69.3,133.73,63.15,164.86,157.79,162.35,167.3,172.39,176.2,156.3,68.09,139.72,61.98,152.52,154.64,152.05,151.6,153.13,148.76,134.69,51.39,121.26,46.96
19,0.00016690,0.27831,254.81797,255.09628,83.25,82.43,82.98,83.55,84.05,89.55,73.77,47.76,64.8,42.77,98.81,92.41,95.19,101.01,108.35,114.11,96.38,66.68,83.9,59.1,109.03,109.03,99.92,85.74,58.95,75.11,52.54,92.42,84.37,87.55,95.36,104.67,105.92,91.99,57.56,80.3,51.35,77.95,77.95,79.85,69.24,41.75,60.89,37.63,96.84,96.68,96.7,96.9,97.31,96.83,83.78,57.82,75.62,51.71,96.25,87.51,91.39,99.58,108.42,93.57,83.63,54.65,75.03,48.53,85.43,85.22,85.23,85.49,86.08,73.54,65.88,36.99,60.34,33.42,124.41,125.35,124.76,123.77,124.48,125.52,107.31,66.15,97.57,61.47,159.56,137.53,154.0,166.55,178.85,183.28,155.77,94.64,140.89,87.73,134.48,134.48,116.41,93.08,71.84,83.66,65.37,140.98,108.75,133.52,151.48,167.41,161.12,136.77,85.52,123.52,79.15,95.37,95.37,85.12,71.94,49.32,65.74,45.73,150.63,153.83,151.2,149.43,149.89,157.2,137.07,72.89,124.87,67.15,172.22,144.6,167.17,180.51,192.45,193.95,171.59,85.41,155.02,78.76,136.75,140.15,136.6,135.81,138.09,128.27,116.41,50.3,106.47,46.06,129.24,130.1,129.22,128.75,128.92,142.23,126.57,67.15,114.76,62.17,141.81,136.68,139.03,143.98,148.7,159.75,141.0,78.65,127.02,71.97,120.11,120.11,103.37,85.31,59.98,76.42,54.22,114.59,100.71,109.37,119.74,128.82,114.01,100.06,64.47,90.15,58.53,90.96,90.96,78.71,69.42,42.5,63.28,39.2,134.72,135.09,134.29,134.35,135.75,141.38,123.24,65.2,111.75,58.96,140.81,129.49,136.85,144.93,151.91,147.97,132.42,64.89,119.45,58.58,128.56,130.13,128.17,127.42,129.71,121.16,110.8,47.59,100.64,42.83
21,0.00016358,0.26492,246.79604,247.06096,71.2,70.97,71.21,71.25,71.32,65.93,51.45,39.64,45.89,35.81,90.73,84.62,86.86,92.89,100.64,93.29,79.37,64.76,69.6,57.36,97.0,97.0,75.88,62.91,52.35,55.43,46.8,79.59,69.41,73.43,83.17,95.4,72.03,61.65,48.87,54.43,43.76,65.97,65.97,53.53,42.89,32.44,38.36,29.53,92.34,93.12,92.48,92.15,91.77,92.04,79.21,53.26,71.49,47.75,90.44,81.07,84.92,94.02,104.17,86.7,76.98,49.75,69.22,44.39,80.76,81.98,80.98,80.36,80.12,68.26,60.9,30.77,55.72,27.9,125.07,127.56,126.92,123.62,121.86,131.49,112.2,73.68,100.49,67.45,167.92,152.58,164.4,172.32,181.07,201.44,168.51,101.84,152.17,93.67,135.84,135.84,109.52,87.08,68.42,77.96,61.76,139.13,102.56,131.19,150.85,167.93,149.36,125.97,80.35,114.24,73.59,92.17,92.17,73.31,60.86,45.06,55.04,41.22,138.02,143.22,139.24,136.06,135.51,140.66,118.97,65.02,108.67,59.32,160.46,128.08,154.59,170.49,183.68,178.82,154.8,79.79,140.25,73.13,125.38,131.87,125.77,123.48,124.45,112.2,98.3,39.69,90.57,36.4,142.58,143.48,142.32,142.27,142.72,159.81,144.5,82.58,129.26,75.36,156.38,154.52,154.24,156.75,161.12,181.08,162.75,96.97,145.19,87.9,118.56,118.56,95.97,77.83,57.6,68.9,52.33,108.96,91.59,102.46,115.61,126.75,103.66,90.44,59.46,81.07,54.12,83.73,83.73,66.79,57.94,38.29,51.74,35.52,124.59,127.7,124.66,123.67,123.65,131.65,112.48,62.44,102.1,56.26,131.09,117.43,126.57,135.99,144.22,138.35,122.88,60.74,110.92,54.78,119.37,123.26,119.37,118.07,118.2,112.84,101.1,40.74,92.13,36.8
23,0.00016033,0.25483,240.50856,240.76339,55.48,55.47,55.44,55.41,55.77,64.56,51.39,39.72,45.83,35.7,68.1,61.78,63.61,70.05,80.12,80.5,67.23,53.68,59.31,47.83,82.99,82.99,73.77,61.18,52.19,53.91,46.49,58.24,49.71,52.28,60.94,74.0,64.77,54.87,42.87,48.65,38.5,47.84,47.84,51.24,42.08,31.63,37.64,28.64,77.98,78.48,78.09,77.79,77.68,91.03,78.63,53.68,70.77,47.99,74.24,64.91,68.38,77.61,89.13,81.46,73.51,45.47,66.14,40.68,63.27,63.55,63.4,63.14,63.19,65.12,59.08,30.67,53.99,27.76,88.06,89.98,88.13,87.44,88.17,106.88,89.89,59.48,81.7,54.24,131.13,99.28,123.46,141.68,157.21,167.09,140.47,88.91,127.39,81.25,102.86,102.86,97.48,76.16,63.8,67.91,57.53,112.73,67.17,103.22,127.72,147.4,141.33,118.3,77.54,106.93,70.78,60.1,60.1,62.29,51.28,38.95,46.73,35.77,111.9,112.78,111.95,111.95,112.2,136.26,115.76,61.67,105.94,56.2,141.09,104.51,134.45,152.38,167.76,174.71,151.6,77.47,137.58,70.81,94.15,96.81,93.57,93.42,96.66,104.82,93.07,35.92,85.96,32.91,121.11,121.77,120.61,121.08,121.38,136.38,125.04,72.84,112.05,67.3,133.99,127.81,130.32,136.39,142.6,156.67,140.56,80.78,125.78,73.94,94.91,94.91,85.29,67.44,53.68,59.81,48.47,89.14,67.05,81.92,97.26,109.54,100.78,87.67,58.63,78.73,52.82,58.56,58.56,56.41,48.35,33.5,43.55,30.88,108.23,109.46,107.69,107.79,109.02,130.3,111.11,61.52,100.73,55.32,115.17,101.23,110.07,120.27,129.24,134.51,119.12,60.04,107.79,54.06,94.25,96.12,93.54,93.41,95.42,102.13,93.09,38.27,85.01,34.42
25,0.00015714,0.24152,232.90495,233.14647,80.78,81.89,81.2,80.46,79.46,101.55,73.93,63.04,64.77,56.54,83.57,79.74,80.34,84.67,92.08,101.84,78.31,65.03,68.6,58.23,103.48,103.48,104.51,80.72,70.46,70.7,63.13,72.47,68.02,68.73,73.71,82.41,80.29,64.85,50.87,57.47,45.83,69.01,69.01,76.02,57.91,46.02,51.43,41.53,85.98,86.15,86.04,85.94,85.88,95.61,83.1,55.17,74.81,49.25,81.38,74.49,77.06,83.75,92.61,84.64,76.45,44.79,68.79,40.03,73.63,73.8,73.61,73.54,73.72,70.23,63.78,32.65,58.22,29.6,120.61,123.34,121.73,119.57,118.41,121.24,101.81,63.01,93.17,57.68,148.88,122.79,141.39,157.74,172.34,170.77,143.0,89.48,130.09,81.99,132.2,132.2,112.72,90.06,65.88,81.8,59.71,130.21,94.81,121.28,142.4,159.99,144.79,120.51,77.98,109.41,71.16,95.78,95.78,79.29,66.13,42.45,61.12,38.92,130.16,130.18,131.27,130.0,128.93,138.51,117.17,64.25,107.12,58.97,148.89,118.04,142.71,158.59,172.83,168.23,144.78,77.77,131.53,71.58,114.97,115.64,115.64,114.73,115.17,107.92,95.35,38.84,87.82,35.93,143.22,144.65,143.54,142.95,142.31,153.69,140.28,77.18,126.18,70.79,150.9,145.64,147.52,153.1,158.56,168.3,152.25,83.5,136.4,76.09,116.88,116.88,97.04,79.41,56.88,71.28,51.81,101.47,85.41,95.42,107.42,118.14,99.53,86.23,58.19,77.1,52.66,86.03,86.03,66.73,57.65,35.62,52.22,33.12,119.65,118.42,119.31,120.24,120.33,136.06,115.81,62.15,104.96,56.01,122.5,109.64,118.01,127.1,135.1,137.27,120.41,61.21,108.75,55.08,108.64,107.77,107.74,109.16,110.45,112.2,99.89,40.91,90.91,36.81
27,0.00015401,0.23042,226.62938,226.85980,59.57,59.68,59.62,59.53,59.41,60.68,48.41,35.91,43.38,32.48,66.85,62.92,63.81,68.09,74.85,71.46,58.82,44.59,52.32,40.13,85.9,85.9,69.45,57.35,48.99,50.46,43.71,59.52,54.53,55.91,61.03,69.25,58.85,48.45,36.26,43.21,32.93,53.68,53.68,49.55,39.46,29.32,35.36,26.7,77.55,77.43,77.53,77.6,77.69,85.19,73.06,48.86,65.7,43.74,72.77,65.95,68.53,74.98,84.13,73.97,66.0,37.29,59.48,33.6,64.67,64.84,64.62,64.57,64.91,59.97,53.57,25.21,48.93,23.1,104.22,106.33,104.79,103.36,103.59,103.05,84.89,54.82,77.33,50.23,141.56,112.09,133.56,151.65,166.84,163.84,136.52,86.1,123.67,78.79,111.66,111.66,92.48,69.29,58.42,61.81,52.69,120.72,79.65,110.76,135.21,153.51,136.45,112.4,74.13,101.54,67.61,75.79,75.79,61.21,47.37,34.53,43.13,31.72,114.01,115.25,115.68,113.36,111.63,113.38,93.87,57.14,86.28,52.2,138.23,101.44,130.41,150.49,166.17,151.77,129.25,72.12,117.62,66.11,98.3,101.02,99.25,97.24,97.98,78.17,68.97,29.68,64.22,27.43,118.0,117.7,117.86,118.08,118.83,137.24,124.02,70.86,111.33,64.95,135.33,126.17,131.67,138.54,145.64,160.71,144.69,81.56,129.61,74.09,95.49,95.49,82.86,64.0,50.28,56.89,45.44,91.85,71.06,85.39,99.44,111.27,94.24,81.82,55.56,73.4,50.08,67.94,67.94,56.48,46.57,29.98,42.22,27.72,108.18,108.9,107.88,107.93,108.6,120.02,101.81,58.25,93.05,52.48,113.3,98.09,108.64,118.61,127.61,121.88,108.48,57.3,98.74,51.44,96.29,97.89,95.92,95.49,97.34,91.09,82.44,34.52,75.97,31.08
29,0.00015094,0.22448,223.02537,223.24984,60.65,60.94,60.79,60.59,60.2,59.09,47.72,33.83,42.88,30.58,66.62,62.4,63.46,67.82,75.28,68.54,57.2,42.83,50.87,38.44,84.94,84.94,68.17,56.42,47.52,49.82,42.37,58.29,53.07,54.46,59.86,68.71,55.52,47.17,34.09,42.09,30.83,53.27,53.27,47.28,38.4,26.72,34.57,24.31,80.74,80.71,80.7,80.77,80.83,88.9,76.86,48.5,69.02,43.68,74.4,68.41,70.44,76.36,84.87,75.94,68.1,36.65,61.25,33.24,67.73,67.82,67.61,67.68,68.15,65.76,59.0,25.41,53.51,23.47,101.26,103.2,101.41,100.65,100.54,99.92,83.28,54.69,76.23,50.38,137.73,108.98,129.39,147.58,163.61,161.12,134.58,84.81,121.94,77.69,111.21,111.21,90.27,70.19,56.45,63.31,51.16,116.52,76.55,105.36,131.2,150.24,132.23,109.82,72.22,99.48,66.13,74.31,74.31,58.98,48.25,33.3,44.67,30.93,104.95,106.08,105.78,104.34,104.16,111.45,91.78,57.69,83.8,52.36,134.06,96.32,125.06,147.31,163.63,151.21,128.76,73.46,117.2,67.05,90.2,91.87,89.82,89.9,92.01,82.14,70.43,34.06,64.91,30.95,115.32,115.02,114.7,115.88,116.51,128.01,113.3,64.81,101.91,60.2,133.91,125.68,130.36,136.98,143.47,155.56,137.66,78.46,123.65,71.93,103.53,103.53,81.53,64.38,50.89,57.11,46.03,94.63,75.02,88.43,101.82,113.14,94.84,83.14,56.3,74.25,50.93,72.23,72.23,55.66,46.77,30.95,42.17,28.79,105.47,105.12,105.12,105.65,106.31,119.65,100.5,59.41,91.14,53.58,111.63,95.3,106.44,117.48,126.8,120.26,106.22,58.71,95.85,52.74,94.12,94.73,93.6,93.88,95.32,93.86,82.83,39.19,75.31,35.21
31,0.00014794,0.21844,219.47676,219.69520,62.44,62.16,62.33,62.55,62.72,53.53,42.53,29.19,38.27,26.5,74.11,69.93,71.3,75.45,81.68,70.69,58.81,43.81,52.25,39.22,91.2,91.2,63.64,52.29,43.92,46.2,39.16,66.7,61.65,63.3,68.26,75.95,54.51,45.2,31.27,40.47,28.36,60.05,60.05,42.96,34.42,22.28,31.08,20.33,82.0,81.68,81.92,82.11,82.24,82.45,71.57,47.05,64.49,42.17,76.14,69.99,72.28,78.15,86.47,71.61,64.37,35.79,58.17,32.17,68.89,68.85,68.78,68.87,69.24,58.33,53.5,23.7,48.97,21.64,111.69,113.66,112.05,111.16,110.92,100.71,84.68,52.01,77.51,47.85,146.91,119.77,139.2,156.32,170.8,162.0,135.7,85.29,123.17,78.22,116.73,116.73,85.52,65.01,53.05,58.52,48.06,123.98,85.85,113.29,137.94,156.59,131.15,108.78,71.31,98.71,65.27,80.57,80.57,54.57,43.68,30.06,40.44,27.79,112.27,113.25,113.23,111.91,110.75,107.02,87.21,53.71,80.24,48.9,136.52,98.32,126.85,150.2,167.22,144.89,122.93,70.0,112.28,64.08,97.48,99.77,97.77,97.0,97.7,75.39,64.75,27.89,60.57,25.74,119.27,119.07,118.76,119.68,119.94,135.16,120.41,65.11,108.22,60.37,134.62,124.61,130.66,138.38,145.25,158.68,140.42,77.48,125.86,70.69,101.0,101.0,78.08,60.17,48.11,53.25,43.53,97.62,77.5,91.07,105.24,116.78,96.27,84.35,55.78,75.26,50.36,71.63,71.63,51.47,43.03,27.81,38.64,25.85,107.22,107.18,107.19,107.15,107.61,115.92,97.62,57.02,88.93,51.39,110.02,92.72,104.28,116.29,126.38,117.12,104.05,55.31,94.42,49.61,92.75,93.03,92.25,92.6,93.91,86.34,77.81,31.75,71.38,28.68
