EXP_INFO, , ,Checkpoint,ckpt/0301/02_NoNormAug_ModelDynaTUP, , ,Config,ckpt/0301/02_NoNormAug_ModelDynaTUP_WRONG/01_func333_model06_T16_DataTask00.yaml, , ,Arg,train.py --config ckpt/0301/02_NoNormAug_ModelDynaTUP_WRONG/01_func333_model06_T16_DataTask00.yaml -c ckpt/0301/02_NoNormAug_ModelDynaTUP -gpu 0 -bs 352 -aug 0 -normalize_2d 0 -normalize_3d 0, , ,PID,268351
 , , , , , , , , , , , , , , , , 
Epoch,lr,train_loss,H36M_3D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,AMASS, , , , , , , , , , , , , , , , ,PW3D_MESH, , , , , , , , , , , , , , , , 
 , , ,PE, , , , , , , , , , , , , , , ,MP, , , , ,FPE, , , , ,MC, ,MIB, ,PE, , ,MP, , , , ,FPE, , , , ,MC, ,MIB, ,PE, , ,MP, , , , ,FPE, , , , ,MC, ,MIB, 
 , , ,Avg,Direction,Discuss,Eating,Greet,Phone,Photo,Pose,Purchase,Sitting,SittingDown,Smoke,Wait,Walk,WalkDog,WalkTwo,Avg,0,5,10,15,Avg,0,5,10,15,Avg,0.4,Avg,0.4,Avg,0,15,Avg,0,5,10,15,Avg,0,5,10,15,Avg,0.4,Avg,0.4,Avg,0,15,Avg,0,5,10,15,Avg,0,5,10,15,Avg,0.4,Avg,0.4
67,0.00010303,0.01294,53.18,47.37,53.28,49.41,49.42,54.74,66.49,48.77,48.24,60.33,72.12,52.88,51.13,43.4,55.24,44.92,7.09,1.38,4.29,8.85,13.84,30.9,27.63,29.2,31.86,34.93,31.38,31.38,103.11,103.11,23.63,24.85,22.41,15.65,2.75,10.08,19.79,29.98,44.83,37.59,40.91,47.34,53.47,42.23,42.23,191.5,191.5,223.79,227.81,219.78,48.41,6.75,34.98,64.19,87.73,219.48,214.38,216.7,221.08,225.77,114.18,114.18,212.04,212.04
69,0.00010098,0.01141,52.46,46.71,52.7,49.54,47.77,54.58,66.24,48.43,47.06,60.86,72.17,52.19,50.12,40.39,54.08,44.07,7.01,1.39,4.22,8.73,13.68,30.27,26.79,28.5,31.29,34.5,31.3,31.3,101.29,101.29,21.96,23.08,20.84,15.51,2.61,9.97,19.6,29.85,38.05,30.05,33.63,40.43,48.09,42.24,42.24,188.82,188.82,221.33,224.14,218.52,47.77,6.64,34.73,63.41,86.31,221.13,216.73,218.61,222.51,226.68,119.13,119.13,211.87,211.87
71,0.00009897,0.01085,51.99,45.81,52.44,47.99,47.02,54.42,66.56,47.95,46.64,60.95,72.62,51.31,50.19,39.62,53.82,42.54,6.95,1.31,4.17,8.69,13.61,29.05,25.45,27.2,30.08,33.47,31.15,31.15,101.51,101.51,21.25,22.21,20.29,15.32,2.49,9.82,19.42,29.56,34.46,26.25,29.96,36.8,44.83,42.31,42.31,192.47,192.47,220.04,222.53,217.56,48.22,6.59,34.9,63.97,87.42,221.02,217.02,218.74,222.3,226.02,121.0,121.0,215.01,215.01
73,0.00009700,0.01055,52.41,47.04,52.62,48.9,47.16,53.98,66.22,48.8,47.58,59.6,72.97,52.07,49.91,40.47,54.97,43.89,6.9,1.12,4.15,8.7,13.64,29.41,25.83,27.6,30.43,33.76,30.96,30.96,97.02,97.02,25.47,27.05,23.9,15.35,2.42,9.74,19.47,29.78,30.77,22.26,26.02,33.16,41.63,42.29,42.29,186.96,186.96,219.53,222.24,216.82,47.84,6.43,34.56,63.69,86.7,220.97,217.23,218.8,222.04,225.8,119.02,119.02,212.14,212.14
75,0.00009507,0.01024,51.82,46.5,51.95,48.25,46.71,53.7,66.53,48.56,46.38,60.32,71.68,51.69,50.25,39.2,52.91,42.67,6.91,1.07,4.16,8.73,13.68,30.36,27.21,28.7,31.24,34.26,30.94,30.94,97.22,97.22,24.5,25.52,23.49,15.32,2.41,9.8,19.44,29.62,31.87,23.59,27.22,34.28,42.4,42.35,42.35,188.12,188.12,218.67,220.39,216.95,47.98,6.55,34.76,63.67,86.94,222.43,218.93,220.27,223.41,227.11,118.49,118.49,214.46,214.46
77,0.00009318,0.01006,51.76,46.04,51.74,48.64,46.92,54.27,66.66,48.42,46.41,60.0,71.6,51.76,49.57,39.16,53.37,41.79,6.89,1.19,4.09,8.64,13.64,28.7,25.05,26.83,29.76,33.17,31.03,31.03,96.78,96.78,20.55,21.2,19.9,15.53,2.55,9.97,19.64,29.96,31.81,23.5,27.23,34.17,42.35,42.61,42.61,185.75,185.75,220.62,223.12,218.11,48.07,6.65,34.7,63.8,87.14,221.74,217.7,219.49,222.95,226.83,117.85,117.85,211.36,211.36
79,0.00009132,0.00983,51.58,46.97,51.49,47.36,46.94,53.9,66.47,48.22,46.24,59.82,71.7,51.59,49.28,38.32,52.64,42.68,6.89,1.23,4.11,8.63,13.57,29.36,25.82,27.58,30.39,33.64,31.03,31.03,91.67,91.67,20.8,21.57,20.03,15.3,2.39,9.8,19.42,29.57,30.8,22.36,26.14,33.22,41.47,42.15,42.15,185.72,185.72,216.32,217.37,215.27,47.88,6.38,34.55,63.69,86.92,223.99,221.2,222.13,224.82,227.79,119.97,119.97,212.2,212.2
81,0.00008950,0.00960,53.3,47.98,53.68,48.97,48.62,54.87,66.69,49.82,49.12,60.89,72.18,52.49,51.2,41.91,55.65,45.45,6.95,1.38,4.18,8.66,13.57,28.83,25.21,26.98,29.87,33.27,30.82,30.82,91.29,91.29,21.16,21.89,20.42,15.22,2.52,9.75,19.28,29.34,31.62,23.42,27.07,34.01,41.97,42.45,42.45,186.76,186.76,219.1,221.32,216.89,47.79,6.45,34.59,63.55,86.56,220.73,216.59,218.5,222.01,225.82,122.64,122.64,211.74,211.74
83,0.00008772,0.00942,52.24,46.92,52.3,48.54,47.52,53.58,66.66,48.45,46.95,59.93,71.85,51.99,49.87,40.12,54.64,44.24,6.84,1.07,4.03,8.63,13.62,28.78,25.17,26.94,29.82,33.2,31.31,31.31,91.12,91.12,20.32,20.98,19.65,15.36,2.24,9.79,19.53,29.87,31.79,23.53,27.22,34.08,42.33,42.41,42.41,181.73,181.73,218.81,220.76,216.86,48.11,6.35,34.84,64.1,87.15,221.33,217.46,219.17,222.43,226.27,125.19,125.19,206.72,206.72
85,0.00008598,0.00927,52.24,46.63,52.08,48.11,47.31,53.56,67.02,48.42,46.49,60.08,72.02,52.18,50.54,40.92,54.65,43.63,6.91,1.17,4.18,8.69,13.6,28.48,24.76,26.58,29.56,33.01,30.94,30.94,93.11,93.11,20.44,21.05,19.84,15.54,2.3,9.97,19.82,30.09,30.0,21.31,25.3,32.49,40.9,42.55,42.55,185.03,185.03,219.71,222.07,217.36,48.13,6.29,34.44,64.02,87.77,220.52,216.31,218.31,221.76,225.69,125.46,125.46,210.1,210.1
87,0.00008427,0.00913,52.15,46.03,52.01,49.04,47.31,53.92,66.39,48.17,47.37,60.54,71.92,52.31,49.57,40.0,54.32,43.4,6.85,1.14,4.06,8.61,13.58,28.49,24.77,26.59,29.57,33.04,30.98,30.98,92.1,92.1,20.85,21.48,20.23,15.25,2.29,9.7,19.4,29.61,30.77,22.34,26.15,33.17,41.42,42.54,42.54,184.26,184.26,219.49,221.46,217.51,48.01,6.33,34.57,63.81,87.33,222.38,218.26,220.14,223.67,227.44,124.87,124.87,210.03,210.03
89,0.00008259,0.00900,52.15,47.18,52.49,48.66,47.13,53.64,66.89,48.5,46.37,59.95,71.6,51.79,50.71,39.7,54.07,43.55,6.81,1.01,4.02,8.61,13.58,28.62,24.92,26.72,29.7,33.14,31.01,31.01,96.4,96.4,21.08,21.75,20.42,15.37,2.32,9.79,19.58,29.81,29.39,20.64,24.51,31.95,40.47,42.53,42.53,188.25,188.25,219.26,221.38,217.15,48.47,6.42,35.15,64.66,87.66,221.9,217.82,219.7,223.16,226.91,124.92,124.92,214.41,214.41
91,0.00008095,0.00888,51.45,46.05,51.58,48.49,46.44,53.18,65.67,48.15,45.74,59.71,71.44,51.65,49.85,38.72,52.94,42.13,6.87,1.15,4.09,8.64,13.59,29.0,25.42,27.17,30.04,33.38,31.0,31.0,91.08,91.08,20.87,21.49,20.26,15.32,2.39,9.79,19.49,29.62,30.49,22.01,25.84,32.94,41.17,42.5,42.5,180.32,180.32,216.72,218.01,215.43,47.83,6.46,34.47,63.54,86.83,222.95,219.46,221.16,224.06,227.14,123.26,123.26,207.13,207.13
93,0.00007934,0.00876,51.93,46.4,51.62,48.55,47.6,53.6,66.48,48.1,46.81,60.29,71.38,52.15,49.65,39.68,53.56,43.12,6.9,1.18,4.14,8.66,13.61,28.62,24.9,26.75,29.71,33.12,31.07,31.07,90.2,90.2,20.22,20.84,19.6,15.29,2.22,9.73,19.47,29.74,29.47,20.73,24.7,32.04,40.42,42.29,42.29,183.59,183.59,219.42,221.46,217.38,48.21,6.32,34.69,64.19,87.64,221.32,217.08,219.13,222.65,226.43,121.82,121.82,209.0,209.0
95,0.00007776,0.00867,52.03,47.02,51.89,49.37,46.79,53.65,66.55,48.86,46.35,59.76,71.96,51.94,50.29,39.51,52.96,43.55,6.91,1.42,4.1,8.59,13.53,28.95,25.3,27.1,30.02,33.39,30.93,30.93,91.77,91.77,20.68,21.27,20.08,15.27,2.44,9.72,19.36,29.56,29.29,20.69,24.54,31.75,40.18,42.4,42.4,182.44,182.44,217.7,219.29,216.1,47.61,6.46,34.17,63.15,86.68,221.63,218.1,219.4,222.67,226.36,123.12,123.12,208.78,208.78
97,0.00007621,0.00854,52.47,47.35,52.42,49.1,47.5,54.58,67.64,48.12,46.68,60.37,71.38,52.72,50.91,39.75,54.8,43.74,6.81,1.16,4.02,8.56,13.51,28.67,24.96,26.77,29.74,33.2,31.28,31.28,93.09,93.09,20.33,20.82,19.84,15.28,2.23,9.7,19.47,29.73,30.06,21.39,25.23,32.55,41.07,42.63,42.63,184.46,184.46,219.26,220.89,217.63,48.88,6.27,35.13,65.17,88.94,222.29,218.48,220.1,223.44,227.14,124.6,124.6,211.03,211.03
99,0.00007469,0.00842,52.89,47.46,52.58,49.17,48.27,54.56,67.43,48.64,47.95,61.02,71.96,52.46,50.35,41.4,54.57,45.47,6.79,1.0,4.01,8.59,13.58,28.46,24.66,26.53,29.56,33.07,31.28,31.28,91.45,91.45,20.55,21.09,20.01,15.32,2.17,9.76,19.53,29.8,29.62,21.04,24.94,32.07,40.45,42.76,42.76,184.97,184.97,220.55,222.89,218.22,48.28,6.21,34.73,64.19,87.99,221.52,217.0,219.15,222.93,226.98,127.84,127.84,209.72,209.72
101,0.00007321,0.00835,51.9,46.23,52.13,48.57,47.0,53.38,66.24,47.87,46.36,59.93,72.36,51.71,49.91,39.29,54.05,43.44,6.8,1.03,4.02,8.59,13.56,28.7,24.98,26.81,29.78,33.21,31.17,31.17,89.83,89.83,20.09,20.64,19.55,15.25,2.17,9.68,19.47,29.69,29.45,20.78,24.75,31.95,40.32,42.62,42.62,181.57,181.57,219.01,220.96,217.06,47.88,6.24,34.49,63.65,87.15,221.08,216.78,218.76,222.46,226.33,126.03,126.03,206.76,206.76
103,0.00007175,0.00825,53.57,47.68,52.81,49.99,49.85,54.32,67.68,49.01,48.71,61.16,74.09,52.87,50.77,42.36,55.95,46.36,6.86,1.07,4.07,8.65,13.64,28.56,24.78,26.64,29.67,33.17,31.23,31.23,94.15,94.15,21.1,21.77,20.44,15.27,2.13,9.63,19.5,29.8,29.16,20.61,24.41,31.61,40.02,42.51,42.51,186.44,186.44,216.72,217.66,215.78,48.49,6.13,34.75,64.67,88.41,223.48,220.5,221.61,224.39,227.43,129.03,129.03,211.74,211.74
105,0.00007032,0.00821,51.9,46.22,51.93,48.55,46.66,53.61,66.28,48.22,46.2,60.18,72.52,51.92,49.82,39.51,53.33,43.46,6.72,1.0,3.93,8.49,13.46,28.73,25.02,26.85,29.82,33.24,31.14,31.14,90.64,90.64,20.61,21.14,20.09,15.23,2.14,9.67,19.41,29.68,29.3,20.58,24.51,31.83,40.29,42.45,42.45,184.31,184.31,218.07,219.72,216.43,48.18,6.26,34.79,64.14,87.53,221.89,217.98,219.85,223.14,226.6,129.28,129.28,209.27,209.27
107,0.00006892,0.00808,52.32,46.51,52.45,49.08,47.81,54.0,66.65,48.7,47.16,60.02,71.72,51.87,50.33,40.74,53.99,43.73,6.7,0.94,3.93,8.49,13.45,28.57,24.8,26.66,29.67,33.14,31.24,31.24,90.92,90.92,20.18,20.71,19.65,15.25,2.14,9.65,19.45,29.76,29.41,20.63,24.55,31.9,40.56,42.28,42.28,182.35,182.35,219.01,220.82,217.21,47.72,6.12,34.44,63.61,86.7,222.1,218.08,219.78,223.35,227.21,129.84,129.84,207.49,207.49
109,0.00006755,0.00801,53.25,48.28,53.58,49.45,48.4,54.53,67.42,49.35,48.21,60.44,73.01,52.54,51.12,42.47,54.84,45.1,6.73,1.03,3.96,8.48,13.45,28.58,24.8,26.66,29.67,33.17,31.16,31.16,89.9,89.9,20.61,21.14,20.09,15.2,2.11,9.71,19.41,29.56,29.34,20.57,24.64,31.9,40.25,42.49,42.49,183.3,183.3,218.02,219.16,216.87,48.16,6.25,34.8,64.06,87.53,223.56,220.29,221.56,224.6,227.81,126.4,126.4,208.21,208.21
111,0.00006621,0.00795,52.0,47.05,51.82,49.27,46.99,53.45,66.84,48.52,46.33,60.44,71.84,52.25,49.57,39.13,52.69,43.8,6.77,1.06,4.02,8.52,13.48,28.83,25.05,26.91,29.93,33.41,31.25,31.25,89.97,89.97,20.16,20.68,19.64,15.3,2.18,9.71,19.5,29.8,29.26,20.59,24.45,31.73,40.27,42.61,42.61,179.99,179.99,216.62,217.63,215.61,47.68,6.2,34.29,63.48,86.76,222.82,219.22,220.69,223.94,227.42,125.29,125.29,205.1,205.1
113,0.00006489,0.00785,51.85,46.86,51.97,48.43,46.76,54.03,65.79,48.13,46.14,60.31,71.96,52.1,49.4,39.1,53.54,43.26,6.69,0.97,3.91,8.47,13.44,28.72,24.96,26.82,29.83,33.29,31.22,31.22,88.87,88.87,20.09,20.6,19.58,15.28,2.17,9.63,19.48,29.85,29.2,20.26,24.34,31.81,40.4,42.52,42.52,180.63,180.63,219.09,221.24,216.94,48.01,6.21,34.65,63.92,87.25,221.36,217.25,219.15,222.64,226.4,124.27,124.27,206.08,206.08
115,0.00006360,0.00777,52.04,47.13,52.04,49.05,47.15,53.79,66.06,48.74,46.5,60.04,71.96,52.17,49.86,39.61,52.98,43.53,6.67,0.93,3.9,8.44,13.4,28.94,25.11,27.04,30.07,33.54,31.37,31.37,92.28,92.28,20.11,20.59,19.62,15.19,2.18,9.63,19.34,29.63,28.94,20.11,24.14,31.46,40.05,42.75,42.75,186.87,186.87,219.12,220.9,217.34,48.61,6.19,34.92,64.73,88.61,222.5,218.58,220.38,223.67,227.38,127.15,127.15,212.67,212.67
117,0.00006233,0.00772,51.85,46.55,51.27,48.14,46.57,53.73,67.01,48.13,46.31,60.71,71.71,51.83,49.93,39.28,53.97,42.57,6.75,0.95,3.98,8.55,13.5,28.72,24.93,26.81,29.85,33.31,31.22,31.22,89.6,89.6,20.51,20.99,20.02,15.39,2.16,9.74,19.68,29.97,29.37,20.57,24.52,31.93,40.44,42.66,42.66,180.17,180.17,217.26,218.57,215.94,48.44,6.19,34.96,64.66,87.94,222.34,219.03,220.48,223.27,226.59,123.54,123.54,204.32,204.32
119,0.00006109,0.00764,51.76,46.37,52.11,48.25,46.9,53.29,66.78,48.67,45.81,59.81,71.68,51.49,50.0,38.96,53.26,43.04,6.74,0.91,3.97,8.55,13.53,28.81,24.88,26.83,29.98,33.55,31.34,31.34,92.37,92.37,20.33,20.86,19.79,15.3,2.09,9.69,19.51,29.91,29.22,20.34,24.36,31.78,40.4,43.03,43.03,181.67,181.67,217.99,219.18,216.79,48.57,6.15,34.9,64.76,88.46,222.65,218.79,220.47,223.83,227.5,126.3,126.3,205.11,205.11
