EXP_INFO, , ,Checkpoint,ckpt/0304_base030105_woGlobalOrient/01_default/, , ,Config,ckpt/0304_base030105_woGlobalOrient/01_default/config.yaml, , ,Arg,"train.py --config ckpt/0304_base030105_woGlobalOrient/01_default/config.yaml -c ckpt/0304_base030105_woGlobalOrient/01_default/ -gpu 4,5,6,7 -bs 768 -use_presave_data 0", , ,PID,558245
 , , , , , , , , , , , , , , , , 
Epoch,lr,train_loss,H36M_3D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,AMASS, , , , , , , , , , , , , , , , ,PW3D_MESH, , , , , , , , , , , , , , , , 
 , , ,PE, , , , , , , , , , , , , , , ,MP, , , , ,FPE, , , , ,MC, ,MIB, ,PE, , ,MP, , , , ,FPE, , , , ,MC, ,MIB, ,PE, , ,MP, , , , ,FPE, , , , ,MC, ,MIB, 
 , , ,Avg,Direction,Discuss,Eating,Greet,Phone,Photo,Pose,Purchase,Sitting,SittingDown,Smoke,Wait,Walk,WalkDog,WalkTwo,Avg,0,5,10,15,Avg,0,5,10,15,Avg,0.4,Avg,0.4,Avg,0,15,Avg,0,5,10,15,Avg,0,5,10,15,Avg,0.4,Avg,0.4,Avg,0,15,Avg,0,5,10,15,Avg,0,5,10,15,Avg,0.4,Avg,0.4
10,0.00018270,0.02446,67.5,59.46,65.14,61.57,62.93,67.44,82.22,60.42,66.5,75.59,90.36,66.14,65.39,57.59,70.89,60.85,18.37,14.32,15.39,19.23,24.56,35.86,32.61,33.72,36.54,40.56,39.62,39.62,57.15,57.15,29.2,29.92,28.48,27.51,14.56,20.89,31.5,43.11,42.11,32.18,36.62,44.76,54.86,47.15,47.15,130.29,130.29,375.62,375.3,375.94,72.84,46.14,60.22,83.39,101.62,381.11,379.32,380.64,382.5,381.99,240.45,240.45,228.02,228.02
11,0.00018088,0.02294,62.72,56.35,59.95,56.35,59.42,63.46,78.2,57.7,59.21,71.36,82.63,61.81,63.11,51.59,62.34,57.33,19.32,16.02,16.66,19.85,24.75,35.64,32.43,33.73,36.36,40.03,40.66,40.66,69.47,69.47,27.92,28.34,27.5,30.83,19.93,24.8,33.96,44.64,42.77,33.4,37.65,45.29,54.73,48.96,48.96,137.29,137.29,356.43,356.45,356.4,79.13,55.88,67.07,87.64,105.93,361.68,360.56,361.11,362.37,362.69,234.38,234.38,340.01,340.01
13,0.00017728,0.02132,60.75,54.26,58.82,53.56,55.8,60.5,71.8,57.19,57.75,69.55,89.76,60.47,60.52,48.77,62.27,50.29,15.78,11.66,12.86,16.72,21.88,33.66,30.3,31.64,34.46,38.24,35.72,35.72,72.28,72.28,27.92,28.46,27.37,25.67,13.56,19.79,29.23,40.09,38.76,29.22,33.69,41.19,50.94,43.6,43.6,137.96,137.96,329.98,331.17,328.8,73.05,47.0,59.76,82.6,102.84,335.98,337.65,334.57,335.01,336.68,203.9,203.9,317.12,317.12
15,0.00017375,0.01975,57.87,50.34,55.39,51.9,54.14,59.77,74.26,52.64,54.76,67.08,77.66,57.94,57.32,46.58,57.18,51.06,14.29,11.06,11.66,14.76,19.71,31.2,27.99,29.26,31.96,35.6,34.67,34.67,86.51,86.51,25.75,26.37,25.13,24.83,13.88,19.36,28.21,37.88,36.02,27.03,31.34,38.6,47.12,41.59,41.59,146.51,146.51,293.52,293.65,293.4,75.54,49.48,62.51,85.29,104.88,296.03,295.44,292.91,295.99,299.77,221.02,221.02,375.37,375.37
17,0.00017029,0.01775,60.91,54.15,59.75,58.52,56.39,62.02,76.01,54.19,59.43,69.36,79.91,60.4,58.25,50.21,61.58,53.52,14.86,10.69,12.03,15.85,20.86,32.41,28.83,30.49,33.32,37.0,34.03,34.03,78.89,78.89,26.19,26.55,25.82,24.65,13.05,19.57,28.18,37.8,38.26,29.51,33.91,40.55,49.05,41.45,41.45,142.89,142.89,275.06,277.91,272.22,78.82,49.71,64.99,90.07,110.5,275.38,275.25,272.83,274.92,278.52,185.16,185.16,363.3,363.3
19,0.00016690,0.01644,53.78,46.18,53.79,47.97,48.07,54.37,65.23,49.78,51.35,63.92,77.56,54.22,52.49,41.34,56.37,44.1,11.82,7.57,8.89,12.78,18.02,30.3,26.82,28.4,31.22,34.78,32.73,32.73,82.57,82.57,28.25,28.73,27.77,24.47,12.84,19.23,28.01,37.78,35.79,26.97,31.29,38.3,46.61,40.89,40.89,139.97,139.97,260.62,262.63,258.62,77.02,48.09,62.71,88.11,109.17,266.28,267.61,264.64,265.44,267.43,168.68,168.68,389.47,389.47
21,0.00016358,0.01567,56.43,48.42,54.71,51.26,51.7,57.67,72.24,50.01,53.64,65.11,76.31,56.1,54.1,46.89,58.17,50.09,11.8,7.53,9.01,12.85,17.83,29.61,26.07,27.66,30.56,34.16,31.93,31.93,84.55,84.55,25.22,25.65,24.8,22.2,10.17,17.01,25.95,35.68,34.75,25.91,30.39,37.33,45.37,39.31,39.31,147.73,147.73,260.42,260.12,260.72,73.14,41.14,58.79,84.96,107.69,264.33,262.52,260.93,264.25,269.6,219.17,219.17,319.41,319.41
23,0.00016033,0.01492,53.37,47.06,52.98,48.89,49.39,55.43,67.89,49.04,49.68,61.92,72.09,53.12,51.95,41.7,53.63,45.84,10.22,5.64,7.33,11.39,16.51,29.13,25.55,27.23,30.05,33.69,31.52,31.52,102.12,102.12,24.28,24.62,23.94,21.09,9.12,16.15,24.9,34.19,33.2,24.37,28.96,35.78,43.69,38.53,38.53,148.77,148.77,252.28,254.72,249.83,72.21,43.28,58.79,83.23,103.51,257.38,258.12,255.97,256.58,258.86,169.4,169.4,277.96,277.96
25,0.00015714,0.01417,52.67,47.15,51.6,48.58,48.38,53.54,67.08,49.34,47.03,62.18,73.32,52.6,52.07,40.21,52.84,44.11,9.39,4.86,6.48,10.56,15.66,28.97,25.63,27.11,29.83,33.31,31.12,31.12,92.86,92.86,23.28,23.36,23.2,21.38,9.68,16.42,25.22,34.19,33.02,24.29,28.76,35.66,43.38,37.55,37.55,148.09,148.09,248.46,249.69,247.23,112.22,77.29,95.65,126.44,149.5,254.13,254.41,252.63,253.79,255.67,229.02,229.02,347.92,347.92
27,0.00015401,0.01366,52.66,47.12,53.08,49.01,48.06,53.93,65.2,48.91,48.7,61.84,72.96,52.39,51.26,40.84,53.66,42.87,9.87,5.54,7.03,10.99,15.93,28.99,25.72,27.16,29.84,33.25,30.48,30.48,92.36,92.36,26.3,27.79,24.8,20.37,8.39,15.45,24.24,33.39,32.49,23.77,28.26,35.12,42.83,36.42,36.42,147.88,147.88,240.7,241.32,240.08,89.53,58.82,74.34,101.58,123.38,250.39,251.09,249.17,249.82,251.48,186.84,186.84,398.75,398.75
