EXP_INFO, , ,PID,4190178, , , , ,"train.py --config ckpt/0502_AMASS_H36MMESH/04_smalldata_ApcbHecb_M01V00_vx1000/config.yaml -c ckpt/0502_AMASS_H36MMESH/04_smalldata_ApcbHecb_M01V00_vx1000/ -gpu 4,5 -bs 256 -vertex_x1000 -out 050204", , ,Checkpoint,ckpt/0502_AMASS_H36MMESH/04_smalldata_ApcbHecb_M01V00_vx1000/, , ,Config,ckpt/0502_AMASS_H36MMESH/04_smalldata_ApcbHecb_M01V00_vx1000/config.yaml, , 
 , , , , , , , , , , , , , , , , , , , 
Epoch,lr,JOINT,MESH,ALL,AMASS, , , , , , , , , , , , , , , , , , , , , , , ,H36M_MESH, , , , , , , , , , , , , , , , , , , , , , , 
 , , , , ,MP, , , , , , , , , ,MC, , , , , , ,MIB, , , , , , ,PE, , , , , , , , , ,MC, , , , , , ,MIB, , , , , , 
10,0.00018270,0.33390,299.96039,300.29429,95.75,88.75,93.5,98.21,102.29,120.49,103.22,81.85,90.61,72.3,115.48,115.48,130.2,110.98,84.2,97.42,74.89,85.04,85.04,106.16,90.69,72.91,79.86,64.6,179.93,184.48,179.0,177.69,182.5,237.74,203.72,110.02,182.13,102.07,213.04,213.04,276.31,237.86,116.39,211.42,108.11,165.36,165.36,222.28,190.07,105.73,170.3,97.68
11,0.00018088,0.32619,295.01735,295.34354,87.98,79.56,85.29,90.95,95.79,112.14,96.79,78.14,84.91,68.94,100.44,100.44,111.98,96.0,77.92,84.23,69.07,75.25,75.25,96.12,82.87,68.4,72.87,60.53,169.34,174.29,167.04,166.83,174.84,206.2,176.55,95.17,158.51,87.37,192.0,192.0,217.64,184.96,104.39,165.38,95.95,149.86,149.86,186.21,157.8,93.19,142.06,85.37
13,0.00017728,0.31670,290.08162,290.39832,95.01,86.63,92.34,97.98,102.73,126.92,108.96,81.35,95.26,72.25,109.7,109.7,130.01,111.26,82.74,97.3,73.59,84.04,84.04,111.11,96.34,72.16,84.32,64.33,178.04,182.04,176.39,176.07,181.93,234.55,201.38,99.38,180.32,91.46,200.21,200.21,244.72,212.11,109.53,189.09,101.24,164.03,164.03,221.64,190.05,96.79,170.3,89.19
15,0.00017375,0.32056,293.56820,293.88875,87.89,77.53,84.56,91.56,97.48,107.19,92.59,74.94,81.06,66.12,97.24,97.24,105.32,90.09,73.92,79.04,65.57,72.85,72.85,88.59,75.63,62.68,66.43,55.53,152.0,158.27,150.11,148.93,156.8,192.09,164.09,94.92,147.41,87.12,172.74,172.74,192.59,162.61,102.58,145.5,94.2,134.85,134.85,164.89,138.1,91.46,124.7,83.9
17,0.00017029,0.29719,279.11817,279.41536,85.68,77.11,81.5,88.89,96.26,100.19,86.3,71.22,75.35,62.75,97.47,97.47,96.66,81.34,68.1,71.34,60.48,71.27,71.27,81.39,68.47,57.57,60.06,51.06,133.94,136.76,134.2,132.62,134.29,164.73,140.35,84.31,126.48,77.07,148.21,148.21,161.29,133.08,93.59,118.81,85.1,111.09,111.09,139.16,114.13,81.66,102.83,74.58
19,0.00016690,0.24311,250.33197,250.57508,62.86,51.42,55.69,67.39,80.34,82.75,69.7,58.25,61.03,51.67,83.02,83.02,86.84,71.79,60.09,63.11,53.55,48.72,48.72,68.59,55.58,45.97,48.95,41.07,111.21,111.32,110.35,110.66,114.49,129.34,110.03,71.57,99.36,65.43,130.67,130.67,123.1,99.71,79.47,88.29,71.93,82.78,82.78,96.0,79.0,60.69,70.99,55.31
21,0.00016358,0.22451,239.63591,239.86042,65.49,53.24,58.38,70.07,83.29,75.75,63.25,52.74,55.44,46.74,86.68,86.68,78.03,63.08,53.35,55.44,47.55,52.29,52.29,57.57,44.91,36.44,39.78,32.69,107.72,108.88,107.73,106.94,108.85,114.86,95.36,65.16,86.01,59.68,130.92,130.92,106.23,83.88,71.24,73.85,64.64,80.68,80.68,77.43,61.6,51.07,54.9,46.72
23,0.00016033,0.20734,227.95700,228.16433,70.08,60.37,63.61,73.81,85.79,94.35,77.56,62.8,68.39,55.66,93.06,93.06,93.1,75.66,60.03,66.9,53.44,57.32,57.32,76.86,60.88,48.32,54.22,43.21,141.23,138.62,139.92,141.77,144.97,188.44,164.38,93.28,147.61,85.17,138.01,138.01,148.51,122.99,87.84,110.09,80.1,87.33,87.33,114.79,95.93,67.39,86.72,61.84
25,0.00015714,0.20592,226.29569,226.50161,64.34,55.3,58.17,67.51,79.84,79.38,67.5,54.85,59.67,49.12,84.26,84.26,84.75,70.83,58.28,62.64,52.13,53.57,53.57,69.31,57.95,45.33,51.59,40.94,102.25,101.61,101.83,102.25,104.25,116.41,100.33,63.05,91.0,57.65,113.81,113.81,97.5,79.2,61.74,70.84,56.07,63.35,63.35,72.98,62.62,41.49,57.41,38.24
27,0.00015401,0.19567,218.93011,219.12578,76.21,65.66,70.08,79.8,91.99,70.42,59.18,49.42,51.99,44.23,92.02,92.02,78.55,64.49,54.9,56.73,49.03,62.58,62.58,61.81,50.46,40.78,44.58,36.83,99.11,100.9,99.15,98.31,99.59,106.36,89.53,56.56,81.9,51.86,121.22,121.22,96.12,75.73,59.51,68.58,54.09,67.34,67.34,65.78,53.79,37.44,50.13,34.93
29,0.00015094,0.18280,209.36290,209.54570,47.36,38.99,41.75,49.93,62.39,58.06,49.43,40.15,43.59,35.9,70.56,70.56,65.43,53.84,46.6,47.26,41.47,37.46,37.46,45.92,37.63,29.8,33.39,26.86,89.73,90.67,89.55,89.34,90.65,102.91,87.03,54.14,80.01,49.72,105.2,105.2,87.29,67.78,55.66,61.05,50.43,54.77,54.77,56.72,46.52,33.77,43.09,31.17
31,0.00014794,0.18129,207.73190,207.91319,45.96,36.77,39.27,48.93,63.28,57.17,47.96,37.67,42.72,33.98,92.61,92.61,78.31,63.4,52.38,56.33,47.16,36.41,36.41,46.57,38.0,27.76,34.26,25.32,89.14,90.67,89.37,88.49,89.28,103.66,87.43,53.54,80.31,49.25,103.42,103.42,86.17,65.42,55.02,58.74,49.74,52.73,52.73,57.11,46.06,32.18,42.56,29.82
33,0.00014500,0.17478,203.40318,203.57796,43.23,35.63,38.03,45.31,57.7,53.82,45.04,36.24,39.78,32.64,68.44,68.44,62.85,51.2,45.2,44.88,40.25,33.99,33.99,42.24,34.3,27.36,30.39,24.75,82.65,83.85,82.44,82.18,83.98,94.35,78.96,51.07,72.21,46.88,97.49,97.49,77.32,58.23,52.3,51.68,47.24,47.19,47.19,47.99,37.96,29.47,34.8,27.17
35,0.00014211,0.17065,199.66839,199.83904,48.76,40.97,43.38,51.2,63.17,51.31,41.96,32.51,37.33,29.51,73.54,73.54,59.61,47.9,41.38,42.17,37.04,38.83,38.83,39.92,31.06,23.1,27.8,21.17,84.73,85.93,84.85,84.33,85.0,91.37,76.74,49.08,70.27,45.13,99.4,99.4,76.91,57.94,49.88,52.06,45.25,55.5,55.5,49.97,39.81,28.31,37.19,26.52
37,0.00013928,0.16880,197.91882,198.08762,49.2,40.76,43.82,51.89,63.72,48.46,39.71,30.58,35.27,27.66,74.02,74.02,57.2,45.71,39.71,40.2,35.47,38.88,38.88,37.5,29.01,21.19,25.99,19.36,80.57,81.66,80.67,80.11,80.99,93.14,77.29,49.66,70.68,45.67,88.34,88.34,73.46,54.4,48.59,48.47,43.99,43.87,43.87,46.62,36.46,27.7,33.49,25.66
39,0.00013651,0.16502,194.78794,194.95296,57.37,49.87,53.23,59.66,69.29,71.74,59.14,44.57,52.25,40.15,77.97,77.97,70.05,56.56,45.94,49.83,41.19,44.96,44.96,56.6,45.38,32.11,40.26,29.31,93.67,94.0,93.85,93.36,94.2,100.46,85.55,52.9,77.68,48.5,95.1,95.1,79.0,60.79,48.46,54.65,44.13,54.37,54.37,54.96,45.43,28.3,41.8,26.71
41,0.00013379,0.16171,192.02808,192.18979,71.88,61.64,69.52,75.11,80.44,68.6,59.23,46.19,52.12,41.31,81.79,81.79,63.08,50.22,42.36,44.3,37.98,40.64,40.64,40.77,32.31,24.15,28.65,21.93,73.39,74.18,73.19,73.07,74.8,89.3,74.32,47.78,67.93,44.11,84.51,84.51,71.53,52.72,47.41,46.56,42.82,42.43,42.43,44.97,34.52,26.62,31.13,24.56
43,0.00013113,0.15930,189.96733,190.12663,42.63,34.38,37.46,45.44,56.4,49.98,40.12,29.1,35.65,26.44,67.91,67.91,57.25,45.0,36.94,39.55,33.11,32.53,32.53,38.27,29.03,19.46,26.04,17.88,73.96,76.13,73.97,73.18,74.32,88.54,74.46,47.31,67.92,43.51,84.74,84.74,71.79,53.53,48.39,47.68,43.8,38.71,38.71,43.38,34.41,25.98,31.37,24.1
45,0.00012852,0.15773,188.40642,188.56414,39.94,33.11,35.59,42.04,51.78,49.56,39.11,29.42,34.61,26.79,61.78,61.78,57.0,43.97,37.42,38.54,33.58,31.72,31.72,39.5,28.97,21.03,25.68,19.38,77.56,79.37,77.57,76.9,78.12,90.49,75.57,46.54,69.38,42.9,80.71,80.71,69.31,50.71,45.31,45.58,41.1,42.57,42.57,43.14,32.79,24.36,30.42,22.71
47,0.00012596,0.15577,186.55053,186.70630,37.51,29.7,32.4,40.1,51.12,45.72,36.28,26.93,32.36,24.54,63.06,63.06,55.54,43.22,36.39,38.42,32.8,28.9,28.9,34.78,25.57,17.75,23.01,16.39,72.51,73.64,72.24,72.1,73.89,85.49,71.11,45.11,65.55,41.62,77.44,77.44,66.94,48.58,44.83,43.85,40.56,38.16,38.16,40.2,30.17,23.95,28.2,22.19
49,0.00012346,0.15387,185.14637,185.30024,43.52,35.56,38.77,46.07,56.53,52.74,43.53,30.68,38.83,27.7,71.3,71.3,61.41,49.62,40.19,44.14,35.89,33.24,33.24,42.02,33.34,21.72,30.03,19.7,75.61,77.15,75.58,75.08,76.17,88.2,73.41,47.21,67.57,43.33,81.48,81.48,70.53,52.33,45.62,47.42,41.35,42.04,42.04,44.31,34.29,24.57,32.25,22.81
51,0.00012100,0.15599,186.94499,187.10098,36.28,28.8,31.66,38.75,48.67,46.41,37.02,27.59,33.04,24.95,60.08,60.08,54.37,42.5,35.88,37.52,32.09,27.47,27.47,35.5,26.54,18.34,23.93,16.74,73.92,75.03,73.59,73.6,75.42,83.62,69.48,43.57,63.76,40.14,76.59,76.59,65.1,46.21,43.04,41.24,38.9,38.65,38.65,38.32,28.55,22.28,26.27,20.69
53,0.00011859,0.15123,182.53680,182.68803,43.22,35.34,38.5,45.86,55.92,50.99,41.74,29.06,37.26,26.33,72.2,72.2,59.66,48.11,37.19,42.74,33.35,33.78,33.78,42.08,32.96,21.08,29.6,19.29,90.21,89.99,89.71,90.17,91.92,105.24,90.25,55.72,82.84,51.64,88.28,88.28,85.58,67.94,46.66,62.45,42.79,51.24,51.24,61.03,50.98,27.42,47.79,25.74
55,0.00011623,0.14969,181.50333,181.65302,40.93,33.37,36.24,43.51,53.42,50.54,40.73,30.09,36.36,27.38,73.2,73.2,66.56,54.17,44.11,48.1,39.63,32.07,32.07,40.92,31.12,21.66,28.11,19.97,69.17,70.43,68.83,68.74,70.54,83.87,69.56,44.85,63.91,41.22,72.25,72.25,64.15,45.98,43.13,41.13,38.98,32.85,32.85,38.52,28.57,22.73,26.4,21.1
57,0.00011392,0.14922,181.23687,181.38609,43.74,36.72,39.47,45.97,55.51,50.88,40.76,31.0,36.37,27.98,78.48,78.48,68.73,56.21,45.2,49.64,40.33,33.52,33.52,40.77,30.63,22.11,27.63,20.14,76.13,77.07,75.75,75.79,77.55,87.81,74.44,44.44,68.68,41.01,81.45,81.45,71.23,53.88,45.43,48.59,41.56,40.09,40.09,42.5,33.02,23.47,30.91,21.97
59,0.00011165,0.14719,179.54209,179.68928,39.85,32.48,35.23,42.34,52.15,46.95,37.53,28.01,33.34,25.4,68.11,68.11,54.52,42.79,35.62,37.64,31.93,30.9,30.9,37.17,27.66,19.43,24.71,17.74,75.93,77.06,75.6,75.59,77.18,85.54,71.14,43.34,65.38,40.07,76.6,76.6,63.74,45.72,41.21,41.21,37.49,39.44,39.44,37.22,27.86,20.67,26.06,19.44
61,0.00010943,0.14608,178.58652,178.73260,36.3,29.0,31.74,38.6,48.65,45.55,36.19,25.93,32.48,23.57,61.76,61.76,54.17,41.87,34.98,37.18,31.48,28.28,28.28,35.9,26.52,17.2,24.04,15.81,76.07,78.12,75.93,75.48,76.83,88.35,73.24,44.22,68.0,40.98,74.22,74.22,63.45,45.21,40.62,41.02,36.93,38.52,38.52,38.67,28.47,21.39,26.9,19.97
63,0.00010725,0.14528,177.78181,177.92709,44.7,34.88,39.53,48.23,58.67,45.93,37.47,27.84,33.41,25.18,69.2,69.2,53.15,41.99,35.51,37.04,31.69,29.56,29.56,33.58,24.85,17.29,22.46,15.81,65.46,67.01,65.15,64.98,66.71,81.84,67.6,43.28,62.12,39.91,69.28,69.28,64.33,45.26,41.31,40.74,37.46,32.23,32.23,37.95,28.0,20.15,26.18,18.86
65,0.00010512,0.14369,176.65238,176.79607,38.04,30.27,33.25,40.68,50.79,44.19,35.19,26.05,31.26,23.65,67.33,67.33,53.21,41.72,35.11,36.61,31.45,28.85,28.85,34.51,25.85,17.76,23.03,16.32,73.03,74.66,72.82,72.46,74.14,85.99,71.67,43.65,65.89,40.21,69.99,69.99,63.62,45.61,41.39,40.82,37.59,35.54,35.54,39.54,29.24,22.06,27.04,20.65
67,0.00010303,0.14459,177.27107,177.41565,42.01,36.18,38.37,43.92,51.82,50.19,41.3,30.85,36.91,28.01,65.1,65.1,60.96,48.89,39.05,43.65,35.28,35.73,35.73,42.73,34.01,24.37,30.63,22.37,80.96,82.14,81.01,80.55,81.43,92.52,77.67,44.23,71.98,41.2,80.11,80.11,71.24,52.81,42.57,47.96,38.71,46.92,46.92,50.24,38.38,21.26,36.26,19.94
69,0.00010098,0.14182,175.30434,175.44616,35.78,27.67,30.78,38.61,48.93,42.67,33.94,25.48,30.11,23.14,59.5,59.5,48.47,36.88,31.58,32.44,28.29,26.2,26.2,32.12,23.5,16.89,20.96,15.47,69.99,71.53,69.7,69.55,71.12,86.01,71.9,43.33,66.01,40.09,68.98,68.98,63.1,45.11,40.2,40.48,36.4,34.25,34.25,38.88,28.94,20.73,26.64,19.17
71,0.00009897,0.14435,177.74091,177.88527,34.9,27.53,30.32,37.37,47.12,42.6,33.44,24.94,29.77,22.68,55.9,55.9,48.23,36.64,30.92,32.36,27.76,26.6,26.6,32.42,23.23,16.24,20.86,15.03,62.5,63.77,61.85,62.19,64.34,81.77,67.91,42.56,62.43,39.24,64.38,64.38,61.15,43.38,39.86,39.21,36.12,28.83,28.83,36.42,27.14,19.85,25.47,18.62
73,0.00009700,0.14042,174.27608,174.41650,41.12,33.29,36.48,43.78,53.59,53.73,42.16,28.95,38.0,26.35,64.54,64.54,58.92,45.59,35.65,40.84,32.2,31.18,31.18,44.53,33.03,21.1,30.28,19.37,72.02,73.79,71.58,71.48,73.29,88.14,74.46,44.22,68.51,40.95,78.07,78.07,71.39,52.98,45.37,48.0,41.0,37.77,37.77,43.24,33.74,22.43,31.56,20.86
75,0.00009507,0.13976,173.91603,174.05579,37.31,30.13,32.85,39.74,49.1,49.08,39.92,28.21,35.6,25.71,60.92,60.92,55.12,43.08,34.78,38.23,31.37,29.17,29.17,38.14,29.25,19.25,26.38,17.69,67.88,68.82,67.47,67.52,69.48,83.3,69.85,43.36,63.96,40.08,71.16,71.16,65.09,46.87,42.3,41.85,38.39,32.19,32.19,36.86,27.72,20.0,25.53,18.67
77,0.00009318,0.13871,172.99123,173.12994,33.48,26.48,29.16,35.79,45.07,41.92,33.32,24.84,29.67,22.56,53.73,53.73,49.31,37.4,32.07,33.01,28.74,25.99,25.99,31.9,23.2,16.26,20.89,14.95,69.14,70.52,69.0,68.75,70.0,84.39,70.58,42.27,65.13,39.14,66.54,66.54,60.92,43.2,39.63,39.04,36.0,32.49,32.49,36.69,27.21,19.85,25.43,18.6
79,0.00009132,0.13745,172.16982,172.30727,36.39,29.18,31.97,38.89,48.03,43.57,34.1,25.06,30.34,22.76,58.76,58.76,49.67,38.0,31.13,33.55,27.98,28.65,28.65,34.03,24.66,16.37,22.11,15.08,70.25,71.65,69.81,69.94,71.71,86.09,72.57,42.7,67.16,39.63,64.6,64.6,60.09,42.4,37.94,38.55,34.54,33.12,33.12,36.61,27.18,19.85,25.58,18.63
81,0.00008950,0.13735,171.76307,171.90042,33.97,26.57,29.36,36.53,46.08,43.0,33.42,24.56,29.68,22.34,56.84,56.84,50.37,38.1,31.66,33.53,28.46,25.99,25.99,33.41,23.62,16.14,21.08,14.87,65.05,66.14,64.51,64.73,66.81,82.38,69.02,42.7,63.5,39.43,64.17,64.17,60.0,43.07,39.88,38.81,36.15,31.03,31.03,35.76,27.3,21.34,25.43,19.93
83,0.00008772,0.13606,170.86042,170.99648,39.44,30.96,34.4,42.35,52.89,45.63,37.08,25.96,32.83,23.51,65.41,65.41,52.8,40.72,33.45,35.86,29.86,28.4,28.4,35.4,27.09,17.36,24.06,15.82,68.32,70.04,67.99,67.74,69.58,82.53,69.4,41.24,64.03,38.19,66.86,66.86,60.86,43.61,39.14,39.38,35.56,32.34,32.34,36.49,27.62,20.22,25.73,18.95
85,0.00008598,0.13640,171.32687,171.46327,33.89,26.18,29.3,36.58,45.98,43.38,34.24,24.78,30.52,22.62,53.51,53.51,48.98,36.95,30.69,32.69,27.63,25.52,25.52,32.99,24.18,15.93,21.74,14.8,65.87,67.3,65.44,65.46,67.39,78.8,64.71,40.98,59.61,37.85,66.69,66.69,59.94,41.18,39.16,37.01,35.52,31.84,31.84,34.29,24.32,18.52,22.75,17.45
87,0.00008427,0.13871,173.22569,173.36440,33.87,26.31,29.36,36.46,45.84,40.79,32.35,23.69,28.76,21.52,55.3,55.3,47.86,36.59,30.53,32.35,27.37,25.35,25.35,30.37,22.07,14.83,19.76,13.65,67.27,68.42,66.85,66.95,68.76,82.58,69.03,40.76,63.73,37.77,63.93,63.93,60.62,41.99,37.95,37.95,34.43,31.82,31.82,36.41,26.63,18.35,24.88,17.2
89,0.00008259,0.13412,169.36688,169.50100,35.37,27.46,30.77,38.11,47.64,41.83,33.07,24.54,29.41,22.31,62.11,62.11,49.42,37.93,31.9,33.48,28.6,25.82,25.82,31.43,22.8,15.28,20.4,14.11,71.32,72.88,71.03,70.91,72.51,85.55,72.21,41.47,66.75,38.51,66.95,66.95,60.56,43.1,37.27,39.24,33.96,35.08,35.08,36.79,27.44,17.99,25.8,16.92
91,0.00008095,0.13825,171.82745,171.96570,32.85,25.54,28.37,35.39,44.6,41.86,33.28,23.63,29.78,21.52,52.84,52.84,47.85,36.26,29.72,32.16,26.69,25.05,25.05,32.51,23.77,14.79,21.53,13.66,70.1,71.2,69.71,69.82,71.6,82.39,69.1,41.52,63.83,38.38,68.86,68.86,59.82,42.46,38.72,38.45,35.13,35.72,35.72,35.77,26.43,19.12,24.91,17.93
93,0.00007934,0.13378,168.94850,169.08228,32.78,25.56,28.34,35.31,44.38,41.13,32.26,22.95,28.71,21.02,53.76,53.76,47.36,35.52,29.08,31.43,26.2,25.0,25.0,31.72,23.0,14.16,20.61,13.29,79.28,81.36,79.41,78.64,79.27,98.28,85.03,47.11,77.4,43.51,66.3,66.3,60.89,43.23,38.49,39.11,34.94,32.13,32.13,37.4,28.37,19.88,26.54,18.52
95,0.00007776,0.13628,171.20229,171.33857,34.46,26.81,29.83,37.15,46.65,43.58,34.55,24.88,30.73,22.61,57.88,57.88,51.51,39.6,32.54,34.99,29.32,25.52,25.52,33.75,24.97,16.49,22.33,15.18,61.53,62.61,61.02,61.16,63.21,80.96,66.67,42.27,61.0,38.95,67.73,67.73,65.27,45.37,41.87,40.73,37.87,30.17,30.17,39.92,29.08,20.31,27.09,19.05
97,0.00007621,0.13217,168.09880,168.23097,30.94,23.19,26.24,33.67,43.27,40.17,31.45,23.36,28.07,21.25,51.44,51.44,46.7,35.19,29.75,31.14,26.74,22.55,22.55,29.96,21.18,14.92,19.08,13.74,64.61,66.1,64.26,64.16,65.89,80.35,67.07,40.46,61.94,37.46,63.43,63.43,58.28,40.83,38.2,36.92,34.69,29.38,29.38,33.03,23.84,17.71,22.47,16.69
99,0.00007469,0.13325,168.68492,168.81817,34.2,27.44,29.88,36.54,45.5,42.88,33.35,24.53,29.58,22.29,54.92,54.92,49.22,36.96,30.73,32.52,27.62,27.04,27.04,34.24,24.36,16.66,21.69,15.27,71.86,73.58,71.62,71.33,72.5,96.27,80.33,46.42,73.21,43.39,73.92,73.92,71.32,53.37,43.43,47.62,39.81,40.26,40.26,49.23,39.61,23.13,36.19,22.28
101,0.00007321,0.13292,168.56722,168.70013,32.6,25.2,28.11,35.2,44.34,40.82,32.14,23.9,28.7,21.78,51.4,51.4,46.17,34.51,29.17,30.52,26.24,24.57,24.57,29.99,21.39,14.58,19.31,13.52,67.17,68.23,66.83,66.82,68.78,80.01,66.49,40.7,61.35,37.6,63.7,63.7,57.94,40.23,38.58,36.2,34.98,32.23,32.23,33.38,24.15,18.78,22.58,17.62
103,0.00007175,0.13082,166.98971,167.12053,32.83,25.04,28.11,35.58,45.11,40.41,31.47,23.63,27.94,21.45,55.4,55.4,46.22,34.37,29.32,30.26,26.32,23.85,23.85,29.36,20.46,14.55,18.28,13.37,67.6,68.91,67.42,67.13,68.68,82.65,69.28,40.9,63.97,38.06,62.84,62.84,58.03,40.34,36.81,36.59,33.48,32.44,32.44,34.88,25.36,17.46,23.97,16.59
105,0.00007032,0.13874,173.14425,173.28299,34.04,26.84,29.68,36.55,45.43,47.16,38.09,25.34,34.78,23.52,54.15,54.15,53.06,41.09,30.96,37.2,28.15,26.27,26.27,38.14,29.38,17.18,27.39,16.33,65.54,66.4,65.24,65.26,66.89,83.38,70.2,41.59,64.49,38.57,63.39,63.39,61.51,43.83,38.21,39.51,34.75,33.39,33.39,40.0,30.21,20.2,27.94,18.99
107,0.00006892,0.13043,166.68323,166.81366,32.96,25.8,28.6,35.46,44.33,44.55,34.61,25.91,30.84,23.44,52.45,52.45,49.98,37.98,31.66,33.6,28.44,26.04,26.04,35.73,26.06,18.28,23.42,16.74,61.65,62.94,61.17,61.27,63.28,81.15,67.22,40.12,61.88,37.13,61.72,61.72,58.69,40.81,37.77,36.86,34.31,27.22,27.22,34.81,24.98,17.38,23.44,16.38
